username,userid,profile_location,created_at,text,retweet_count,source,coordinates
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 05:17:28,"3/Considering the data herein, masking against Covid in school is clearly ineffective and should no longer be manda… https://t.co/9P0ccD5ocw",13,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 05:17:27,"🧵/🚨 URGENT — Masking Kids Is Abusive — Newer Study Shows Kids Received No Benefit From Masking In School

FP School… https://t.co/O6hyHPQeOZ",231,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 05:05:06,2/A new study comparing 2020 Covid driven drug overdoses in different racial groups &amp; genders to pre-Covid CDC data… https://t.co/ZUBnzUYNfi,5,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 05:05:06,"🧵/32% Increase In Opioid &amp; Psychostimulant Overdose Deaths In 2020 From Covid Measures VS 2019

Start here 👇 https://t.co/ZMEPAjYxwq",55,Twitter Web App,
J.I. The Teacher,921023470942801920,"Cambridge, MA",2023-01-18 04:59:23,A reminder that even Covid couldn’t stop and won’t stop us from doing what we do https://t.co/Sb55QiQ1KK,0,Twitter for iPhone,
Jack Cain,2169077150,"Concord, Massachusetts",2023-01-18 04:58:42,"First day back to work after having covid all year and I get to take home a $10k thermal imaging camera 

“Beyond e… https://t.co/UYuMk9pglv",0,Twitter for iPhone,
scoopofdisorder,1006706618409586689,"Malden, MA",2023-01-18 04:55:11,"Still waiting for disability to kick in after I had emergency surgery post covid.  Please share if you can, and for… https://t.co/oSD5B9s7Aa",0,Twitter for iPhone,
Andrew Therriault,190286772,"Boston, MA",2023-01-18 04:52:11,"@seanjtaylor @abiylfoyp I stopped playing ice hockey at 15, started again at 30. Stopped and started for shorter pe… https://t.co/DvP9kpobA4",0,Twitter for Android,
Edward Coyle,1491252584224632834,"Boston, MA",2023-01-18 04:49:33,Covid. Is. A. Cult. https://t.co/UhJiKqeibN,0,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 04:48:39,Do you know anyone who suffered myocarditis after receiving a COVID vaccine?,184,Twitter for iPhone,
Bart Hanson,23732422,"Boston, MA",2023-01-18 04:33:06,"@DougPolkVids Sapphire reserve isn't just 1.5x for travel you can ""pay yourself back"" for restaurant charges since… https://t.co/aGlRSDpry6",0,Twitter Web App,
M Scott,1085257591561818112,"Boston, MA",2023-01-18 04:21:35,@EWoodhouse7 Did anyone actually listen to her interview?She doesn’t prove this at all.She literally says the #1 co… https://t.co/Wp2bfTrxKt,0,Twitter for iPhone,
Deborah,825787899102842880,"Boston, MA",2023-01-18 04:11:25,"@geekygenie @DWUhlfelderLaw Already the covid death rate is higher for Republicans than Democrats, especially in re… https://t.co/D24JDxXlCE",0,Twitter for Android,
booma!,769723565168025600,"Lynn, MA",2023-01-18 03:49:31,"@shoredays @CollinRugg Covid comes from your family and friends, not public spaces.",0,Twitter for iPhone,
Scott Kominers,299075997,Harvard University,2023-01-18 03:38:06,Look I'm all in favor of spreading this message as far and wide and repeatedly as possible. But we need to stop pre… https://t.co/l2p0VyLuez,2,Twitter for Android,
Get vaxxed 💉💉💉💉💉Wear mask 😷 Enjoy life 💃🏻,15033308,"Boston, MA, USA",2023-01-18 03:37:50,Is it tacky to say that governments are using Covid as population control? How about eugenics experiment? Extinctio… https://t.co/08Io0oxHko,0,Twitter for iPhone,
Gus Voorhees,265124195,"Boston, MA",2023-01-18 03:35:18,Also I sneezed so now I think I gave all my friends covid,0,Twitter for Android,
Winder,3252981345,"Newton,Ma",2023-01-18 03:34:58,"@inaLaanDheere @MikeTechSurfer @DukeDarkside @elonmusk @patrickbetdavid @joerogan @BretWeinstein Oh, I have absolut… https://t.co/fxqa3rd3KN",0,Twitter for iPhone,
Get vaxxed 💉💉💉💉💉Wear mask 😷 Enjoy life 💃🏻,15033308,"Boston, MA, USA",2023-01-18 03:29:52,People don’t know that you can get Covid via the eyes. https://t.co/UkU8JPPip2,0,Twitter for iPhone,
Atina,35922842,"Boston,MA",2023-01-18 03:28:43,@AlanBixter Coincidentally no one died from covid from Congress,0,Twitter Web App,
RiskMap,4782164908,"Boston, MA",2023-01-18 03:27:01,⚡️ Almost Twice As Many Republicans Died From Covid Before The Midterms Than Democrats https://t.co/MNiSCUl25d #news #riskmap,0,dlvr.it,
Noah Buckley,65997105,Seattle/Boston,2023-01-18 03:14:56,@pxnzischemes Last semester one of the first things an unmasked professor asked was if other people had had a hard… https://t.co/RwpNOOe64a,0,Twitter for iPhone,
Mister Capo,1578380917306949633,"Boston, MA",2023-01-18 03:00:54,How many people in medical facilities murdered people during covid? A VA in Mass found bodies in a stairwell. NY pu… https://t.co/9TKlsrc6Ns,0,Twitter for iPhone,
\\NikolaiLarcher\,1181356957489418241,Chelsea ,2023-01-18 02:56:08,@TheBeaverton Probably died by Covid,0,Twitter for iPhone,
☘️Gifty☘️,364870671,"Boston, MA",2023-01-18 02:56:06,I honestly miss the COVID shutdowns. Warzone was at its peak then. Now we have this shit.,0,Twitter for iPhone,
MassPolicyReport,1496517263385673731,"Boston, MA",2023-01-18 02:52:31,"#MassPolicyReport #NationalStoryDuJour: FAA Admits That Pilots’ EKGs Are No Longer Normal Following Covid Vaccines,… https://t.co/uQEGEfNtT2",1,MassPolicy3,
Kevin McLaughlin,216535229,"Boston, MA",2023-01-18 02:44:53,"@RitchieWild @healthbyjames COVID deaths, perhaps. We’re talking about mortality caused by the vaccine. There’s lit… https://t.co/Loux5MPoRA",0,Twitter for iPhone,
Kevin McLaughlin,216535229,"Boston, MA",2023-01-18 02:41:12,"@DrewskippyTTU @healthbyjames No, the VEARS data says nine confirmed deaths caused by COVID vaccine in the US, to date. You’re incorrect.",0,Twitter for iPhone,
Gerry Callahan,202643200,"Boston, MA",2023-01-18 02:32:49,What kind of parent gives a two-year-old the Covid vax? https://t.co/Etkpd6wOVn,10,Twitter for iPhone,
Stephen Soldz; P*st: ssoldz; Mstdn in Bio,2838696137,"Boston, MA",2023-01-18 02:29:13,Another fraction are out of the workforce due to severe disability from Long COVID. One of the mysteries in compreh… https://t.co/jSI7CBHdJb,1,Twitter for Android,
Yasmin,233700138,"Boston, Ma",2023-01-18 02:25:55,@EvesAppleBottom When I got COVID thank god all I had was a really bad cough. I don’t know what I would do if I los… https://t.co/KirZE9YX9Y,0,Twitter for iPhone,
scott w.,1595534863414747163,"Boston, MA",2023-01-18 02:24:56,@saras76 @JonnyMicro Covid. Obviously.,0,Twitter for iPhone,
Joe Fuller,412638504,Boston,2023-01-18 02:24:18,Nice piece by @jeff_clark_va covering growth of quiet hiring. It isn't quiet-- visible long before Covid and not hi… https://t.co/yuy4kOJt9v,2,Twitter Web App,
Tom Keating,18322741,"Needham, MA USA",2023-01-18 02:21:13,"@AlpineRnr Everyone in the military gets shots, wtf with Covid shots? Stupid trump sh*t rampant in the military?",0,Twitter for iPhone,
Vijay Iyer PhD,947050907321143296,"Boston, MA",2023-01-18 02:14:49,@DockPunk @Saikmedi The main plasma finding (under review) by the US team looking most closely at the Long Covid pa… https://t.co/jZaWpsTRzi,0,Twitter Web App,
Raymond,1597431843766370305,"Boston, MA",2023-01-18 02:00:59,@Synchro2021 All covid vaccines should be outlawed,0,Twitter for iPhone,
Sandy Hardy,1452387859332313101,"Boston, MA",2023-01-18 01:27:50,@boilerfansc @ClayTravis Zero athletes have died of Covid how many have died recently after getting vaccinated?  It… https://t.co/YQjESyQA1M,0,Twitter for iPhone,
Dart_Adams,18521955,"Boston, MA",2023-01-18 01:24:58,"During the COVID lockdown of 2020, we were discovering the power of IG Live. Among the highlights were DJ D-Nice’s… https://t.co/4sp5Zo1AZV",9,Twitter for iPhone,
Keri Sewell,28573325,"Boston, MA",2023-01-18 01:18:37,@gbosslet My wellness isn't perfect but having almost all meetings be zoom since COVID means I can lift weights dur… https://t.co/4wy6qjXWZK,0,Twitter Web App,
Michael Selby,361410923,"Cambridge, MA",2023-01-18 01:17:16,@BBCWorld The Hindu nationalist government is dragging its feet because the world will know that there were 4 million COVID deaths in India.,0,Twitter Web App,
Pamela Ahern,1458033964271218692,"Boston, MA",2023-01-18 01:12:49,@BJusty1 The I Survived Covid pack,0,Twitter for iPhone,
tuftsctsi,312081061,"Boston, MA",2023-01-18 01:05:00,XBB.1.5: What to Know About the &amp;#39;Most Transmissible&amp;#39; COVID Subvariant Yet   https://t.co/3sEqGHnLgn via @health_com_,0,Twitter Web App,
A.M. Juster (#Petrarch @wwnorton in early 2024),2693016583,Outside Boston,2023-01-18 01:02:50,"@terriblebinth Horrible financial management and planning, desultory fundraising, self-serving expenditures, and se… https://t.co/rVR5s7LvOB",0,Twitter Web App,
Edward Coyle,1491252584224632834,"Boston, MA",2023-01-18 01:02:44,@thesnoozbar Covid is a cult,0,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 01:02:18,"Rescue dogs shot dead by NSW council due to COVID-19 restrictions

https://t.co/2hpS3iDNsC",115,Twitter for iPhone,
JayShockblast,35341966,"Boston, MA",2023-01-18 00:56:26,@BruceJr_210 I appreciate that you were respectful in your response first and foremost. I don't agree with what you… https://t.co/rV0mjqWkvD,0,Twitter Web App,
Lola,793252122968064001,"Boston, MA",2023-01-18 00:53:41,"@catturd2 Hub and I had COVID for 3 weeks Nov2021. 
#welive",0,Twitter for iPhone,
𝔅𝔯𝔢𝔞𝔫𝔞,592112806,"Boston, MA",2023-01-18 00:51:14,happy 3yrs to manic the album that got me through covid &amp; the unspeakably of 2020 (&amp; i think helped me manifest my… https://t.co/SG3EyxsB93,0,Twitter for iPhone,
Downtown Boston BID,542529238,Downtown Boston,2023-01-18 00:47:54,"Opportunity lies ahead for #DowntownBoston and as BID President @nicholsmj shares, ""we will have our next day comin… https://t.co/BucE9XErMw",2,Hootsuite Inc.,
Saul Goodman Says Trans Rights,784263578341695488,"Boston, MA",2023-01-18 00:43:49,@imnotbocephus @dee_zoretic @ryanfisher122 @BreeNewsome “Mandates on sketchy vaccines” is wrong on both counts lmfa… https://t.co/7rn3fuH7mV,0,Twitter for iPhone,
Rough Hewer,1495098064096440329,"Lexington, MA",2023-01-18 00:37:04,@JoeyFromPhilly Literally when it was announced.  I was arguing with friends about the Covid scam the week before a… https://t.co/AC9fYq0Hau,0,Twitter for iPhone,
Charles Emerson Winchester III,1444491717269413889,"Boston, MA",2023-01-18 00:36:44,@alangrissom @ClayTravis If your family was 'wrecked' over COVID your family was already fucked.,0,Twitter for Android,
Rough Hewer,1495098064096440329,"Lexington, MA",2023-01-18 00:34:58,@AlexBerenson Most of “long Covid” is mental illness and the belief that there’s something that has to be wrong fro… https://t.co/tcHUEJhDcK,0,Twitter for iPhone,
Rough Hewer,1495098064096440329,"Lexington, MA",2023-01-18 00:34:03,@johnhawkinsrwn @AlexBerenson That’s the vaxx not Covid.  There are zero studies showing stuff like myocarditis bei… https://t.co/BuOnUC1Wn8,0,Twitter for iPhone,
Regulate The Militia,1546851865320734720,Boston MA,2023-01-18 00:28:34,"@supertanskiii Back advice. Everyone has an opinion I don’t think we really know a lot

dont get surgery unless you… https://t.co/myvHaLcpYe",0,Twitter Web App,
Jim Kurdzo,758574090,"Cambridge, MA",2023-01-18 00:26:29,@plustssn @drstratman I've only had a sore throat this bad one other time: Covid. Not even strep is this bad for me… https://t.co/sS8AeWDbXX,0,Twitter Web App,
ꑓ 🗣️,1313853620241207296,"Cambridge, MA",2023-01-18 00:25:08,"@towerpalms @JewniorGong @RepSwalwell @tedcruz @dallascowboys @49ers They own the NBA, Fauci, Covid and Uighur Camps",0,Twitter for iPhone,
Jim Kurdzo,758574090,"Cambridge, MA",2023-01-18 00:24:58,"@plustssn @drstratman My wife tested ever so lightly on antigen, twice, but negative on PCR. Absolutely wild. Kids… https://t.co/8P9s3Ws7po",0,Twitter Web App,
Damain Allen,1430596226,"Everett, Massachusetts",2023-01-18 00:17:42,"Most dont know this, but DeSantis just billions and billions of covid 19 viruses wearing a Ron DeSantis suit. https://t.co/mAAhckEALw",0,Twitter for Android,
Constant Therapy,1201551126,"Lexington, MA",2023-01-18 00:00:34,"“Long COVID”: COVID-19’s lasting effects on speech, language, &amp; cognitive function explained 👇… https://t.co/YtnTyGQecK",1,Hootsuite Inc.,
Sickotology,1442807798224629762,"Chestnut Hill, MA",2023-01-17 23:57:31,@TaiandKatieDav1 @SaveLibertyUS @SpeakerMcCarthy Yes!  I’m part of the super covid fauci death vax club.  Here’s th… https://t.co/liQJSRJF5z,0,Twitter for iPhone,
Laurie L.,1454220604245102592,"Boston, MA",2023-01-17 23:54:20,@healthbyjames Not true! The covid vaccine doesn't prevent you from getting covid. The covid vaccine doesn't preven… https://t.co/C1mTl5qPP8,0,Twitter for Android,
Sanddollar,1580022594614460416,"Boston, MA",2023-01-17 23:45:20,@Synchro2021 Long term effects of the Covid 19 vaccines will continue to increase and unfortunately be with us for… https://t.co/LepsXMeG6S,0,Twitter for iPhone,
Bob Petrelli,136127299,"Boston, MA",2023-01-17 23:45:13,@chevonster @crb0712 @coo_coup_coupe @cenkuygur There’s not a second set of books these places kept and they were i… https://t.co/dxeX27ZyH3,0,Twitter for iPhone,
City of Cambridge,1251981278,"Cambridge, MA",2023-01-17 23:45:13,"As of 4pm today, Cambridge is reporting:
34 newly reported COVID-19 cases.
0 newly reported COVID-19 deaths.
8.3 ca… https://t.co/IA8AkP1aEa",0,coccovidbot,
WCVB-TV Boston,21419504,"Boston, MA",2023-01-17 23:43:02,Boston doctor on COVID-19 subvariant that's spread through New England https://t.co/qHCPodLlEs,2,SocialNewsDesk,
Jason Silverstein,20212299,"Cambridge, MA",2023-01-17 23:40:06,@phealthsean If I published an op-ed in @PostOpinions about furniture and the furniture op-ed had statements shown… https://t.co/LVBrOq0vHc,1,Twitter Web App,
Boston First Responders United (BFRU),1457876242556936194,"Boston, MA",2023-01-17 23:38:13,"@Ruthzee @1199mass So, again, @Ruthzee where were you when City of Boston workers who serve &amp; care for #Boston were… https://t.co/HvsCYVp680",0,Twitter for iPhone,
Deborah,825787899102842880,"Boston, MA",2023-01-17 23:36:23,@SpiroAgnewGhost Someone forgot to tell Covid.,0,Twitter for Android,
Boston First Responders United (BFRU),1457876242556936194,"Boston, MA",2023-01-17 23:36:01,@RepPressley Since you’re putting big pharma companies on the hot seat suddenly… care to add a few more like… https://t.co/TS58OgvEv9,2,Twitter for iPhone,
Matt Fahrner,21020735,"Boston, MA",2023-01-17 23:30:19,"I don't know what the best way to deal with sharing the vaccine with poorer nations was, but we should never have l… https://t.co/IYq5xEiAv4",0,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 23:26:21,🚨BREAKING — CNN's Dr Leana Wen Blows The Whistle On Overcounting COVID-19 Deaths During Live CNN Broadcast — Says W… https://t.co/D6y6HwAQAn,651,Twitter for iPhone,
Jesse Andrew,24296105,"Boston, MA",2023-01-17 23:21:17,@_Lucky_7s @EndWokeness I have tin foil hats for sale if you need one! They protect from the Jewish space lasers an… https://t.co/QRpuCvIk0x,0,Twitter Web App,
Winder,3252981345,"Newton,Ma",2023-01-17 23:19:06,@real_seeking @TedFred27849852 @treybien @backtolife_2023 @BretWeinstein Ohh FFS. You're just a conspiracy theorist… https://t.co/nE8liV4Mwx,0,Twitter Web App,
James D.,3073601601,"Boston, MA",2023-01-17 23:16:00,"@mtgreenee @JamesGRickards Ummm, I dislike the libs as much as anyone, but let's not pretend that the mishandling t… https://t.co/so4vPHQXt5",0,Twitter Web App,
kimmie,1957106450,"Quincy, MA",2023-01-17 23:13:04,@ForgiatoBlow47 Covid 19,0,Twitter for iPhone,
Boston News Now,59280847,"Boston, Massachusetts ",2023-01-17 23:09:02,Region’s home sale prices fall year-over-year for first time since Covid https://t.co/CDKFTTkBNm,0,dlvr.it,
MA Millennial,1347286324588503042,"Boston, MA",2023-01-17 23:06:55,These things haven’t existed for a year now… what even is the point of this? If DeSantis plans on making COVID cent… https://t.co/Kbvh4R1Z5z,0,Twitter for iPhone,
Northeastern U.,46477409,"Boston, MA",2023-01-17 23:00:01,"The new #COVID subvariant #XXB.1.5 is “more infectious, less deadly” than previous variants says @NortheasternCOS’s… https://t.co/ORTxnGudFr",2,Sprinklr Publishing,
Michael St.Pierre,601527638,Providence/Boston,2023-01-17 22:57:28,@ccorneillie @DrEliDavid @elonmusk So you’re the one… got it.. so many vaxed people getting Covid 3 &amp; 4 times.. so… https://t.co/1frB6Ei6Vq,0,Twitter for iPhone,
MistahPolitical,1585386239213150209,"Boston, MA",2023-01-17 22:56:20,@robreiner We need a welfare check on @robreiner he keeps repeating old posts and ignoring current events. Does any… https://t.co/fEEaKxSLBI,0,Twitter for iPhone,
Winder,3252981345,"Newton,Ma",2023-01-17 22:48:49,"@TedFred27849852 @treybien @backtolife_2023 @BretWeinstein Ivermectin is not effective

It just isn't. 

You can th… https://t.co/TrOsqG9Nje",0,Twitter Web App,
Nancy Shields,713289838,"Stoneham, MA",2023-01-17 22:48:48,@a_lil_bow Or pregnant women…..8 times more likely to die if they get Covid….there is no bottom🤢😷,0,Twitter for iPad,
Slaysweeet,1596650622853472257,"Cambridge, MA",2023-01-17 22:46:12,@sojo83 @FlyGuillotine18 @SlashPiper @CrissiAndCo @CreativeSpoonie @AureliusGrindy Ooohh! I love this quarantining… https://t.co/qNFvMKVS0N,0,Twitter for iPhone,
Greg Shea,51103636,Boston,2023-01-17 22:44:35,"@GovRonDeSantis Hey, DeSatan, are you Covid vaxxed?",0,Twitter Web App,
"Yuri Quintana, PhD, FACMI",28849462,"Boston, MA",2023-01-17 22:42:26,"The Long-Term Impact Of COVID-19 On Clinical Trials: Part 1  By James Gillespie, Ph.D., JD, MPA, John Whyte, MD, MP… https://t.co/R76566k0yU",0,Twitter Web App,
Mae Murray,2188661076,"Boston, MA",2023-01-17 22:36:14,@JonathanBarkan @HorrorStruckPod Any chance I could get one? I’m stuck at home with COVID and tbh every horror jour… https://t.co/PEHINOqIa3,0,Twitter for iPhone,
ZAQS Tech News,969008246026588160,"Boston, MA",2023-01-17 22:30:49,Twitter Files: Pfizer board member Dr. Scott Gottlieb flagged tweets questioning COVID vaccine https://t.co/SWQ8YUvKIn,0,ZAQS Tech,
NESS LAW,797240856,"Boston, MA",2023-01-17 22:28:24,Ron Davis Q&amp;A: Chronic fatigue syndrome research could help Covid long haulers - CNN #longhaul #covid https://t.co/6IfnImrWP2,0,Twitter for iPhone,
David Curcio,938795208422182912,"Boston, MA",2023-01-17 22:23:45,"@WCRaustler As I'm currently writing a bibliography, I'm bemused and heartbroken over how many citations I didn't w… https://t.co/CR0y48w0o6",0,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 22:14:52,A prominent physician in Australia – formerly president of the Australian Medical Association + a member of Parliam… https://t.co/FmUlrGn9rK,344,Twitter for iPhone,
Innovate This,1548041425232621573,"Boston, MA",2023-01-17 22:05:12,"A must read:
To assess the question of how prepared the US is to face future pandemic threats, Vanity Fair spoke to… https://t.co/HOGvqnnJF2",0,Twitter Web App,
Rand. Can't sit still.,2244916813,"Boston, MA",2023-01-17 22:04:22,"In the mystery box, I included a Ziploc game from Tarte Games that is a satire regarding the COVID-19 vaccine ingre… https://t.co/XUwya4LLX3",0,Twitter Web App,
IHCDesign,394779027,"Boston, MA",2023-01-17 21:56:14,The National Inst. of Biomedical Imaging &amp; Bioengineering’s Rapid Acceleration of Diagnostics (RADx) Tech program r… https://t.co/EYcjAK3OQU,3,Twitter Web App,
mental blanking interval,14630505,"Cambridge, MA",2023-01-17 21:54:23,"@Sky_Lee_1 also, what do you think of this preprint?

""the greater the number of vaccine doses previously received… https://t.co/4rvQO9nsHE",0,Twitter Web App,
"D. King, MD",97605716,Boston,2023-01-17 21:51:30,"@PoleDoctress It’s the new flat earth-er fake moon landing, I’ve never heard so many code blues or rapids in my lif… https://t.co/10ujYJl5nL",0,Twitter for iPhone,
Steven Kane,15322688,"Boston, MA, USA",2023-01-17 21:43:11,@JamesSurowiecki Too broad a brush methinks. I find vast majority of what u call Covid skeptics really only Covid r… https://t.co/462uEmxiKH,0,Twitter Web App,
caliga,1280185456462827525,"Boston, MA",2023-01-17 21:39:41,@TerryCans1 @JermWar Sorry hon you’ve been manipulated by Disinformation-the D is for Deliberate. If you get covid… https://t.co/nb5nU2Evox,0,Twitter for iPhone,
recceleas,16256431,"Boston, MA",2023-01-17 21:38:22,@BaldingsWorld It took less than a year to identify the animal source for SARS. It took a little over a year to ide… https://t.co/j5tvesF1VI,0,Twitter for iPhone,
Punzie,1024072710807273474,"Boston, MA",2023-01-17 21:37:38,"Covid day 4, isolation day 2: I just said “I’m so excited to blow my nose on a TISSUE!”",0,Twitter for iPhone,
WBUR,2996801,Boston,2023-01-17 21:29:13,People using the Supplemental Nutrition Assistance Program (SNAP) will have less to spend on food when a COVID-rela… https://t.co/VLghkgCSXA,3,SocialFlow,
Rod Laurenz,3080222434,"Boston, MA",2023-01-17 21:27:30,"@NBSaphierMD @ScottAdamsSays This is the proper way to approach the issue.

Maybe the risk from Covid is worse than… https://t.co/rYpV3zvVsA",0,Twitter for Android,
The Green Hornet goes R.E.D.,1602347697712893976,"Boston, MA",2023-01-17 21:25:40,"#BigPharma #testsubjects #guineapigs #labrats 
Gaslit, abused and discarded like garbage by #BigPharma 
Thanks for… https://t.co/lOayeOCOpP",1,Twitter for iPad,
Didan Meg,32649767,"Boston, MA",2023-01-17 21:23:28,Airplane lavatories deliver new hope for the CDC’s variant hunt https://t.co/RZ2TqybiuH via @politico...LOLTA,0,Twitter Web App,
TrumpGal17,1593690280238190592,"Boston, MA",2023-01-17 21:22:19,IT'S ABOUT TIME.... I AM SICK OF BEING HELD DOWN LIKE A SPIDER TO THE FLY WITH THIS COVID HOAX BULLCRAP!! For those… https://t.co/ayzKwoZAXD,0,Twitter for Android,
"Champagne, M.S. 🍾🇺🇸| 🌻",202321766,"Boston, MA",2023-01-17 21:22:12,"Where was Isaiah? SMH. 
@DaGorilla4 deserved to be there too. Doing Everett, MA proud. 
🤷‍♂️ only up from here. 
ED… https://t.co/dR5Noj3kTU",0,Twitter for iPhone,
Mass Commission for the Blind,1102967277274755073,"Boston, MA",2023-01-17 21:21:27,This program is to compensate for the knowledge and/or skills consumers would have gained if the COVID-19 pandemic… https://t.co/rfAiUd9zda,0,Twitter Web App,
Nephthro,32960301,Boston,2023-01-17 21:15:59,I am literally having a bad week already since I got covid again......and I have no idea how I got it,0,Twitter for Android,
Tripleseat,14767422,Boston,2023-01-17 21:09:59,Business is booming for hotel travel and events for 2023. Follow these tips from @hotel_speak to make your property… https://t.co/TY4o4ZyubY,0,HubSpot,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 21:07:51,"“There’s a paper by Schwab et al from Germany that found people dead at home. If they’ve take a COVID vaccine, 71%… https://t.co/y3EnpbV609",382,Twitter for iPhone,
Mass. Public Health,23711785,"Boston, MA",2023-01-17 21:01:19,"Follow our 7 steps:
-Get vaccinated &amp; stay up to date with your shots.
-Take a test.
-Get treatment ASAP if you hav… https://t.co/684ZpBvxsS",3,Hootsuite Inc.,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 20:58:31,@JebraFaushay Would A COVID vaccine help fix this?,0,Twitter for iPhone,
"Matthew Small, NCC",2201553517,"Medford, MA",2023-01-17 20:54:44,Use LPS COVID funding stockpile in Lexington to meet pandemic needs of PK-12 students (academic &amp; social-emotional)… https://t.co/1M2N27Zkep,9,Twitter for iPhone,
Matt Darling 🌐🏗️,14202698,"Somerville, MA",2023-01-17 20:52:49,@vebaccount Also important to think about narratives here - Covid was a freebie it was clearly going to be a demand… https://t.co/KxZ11mYOMB,0,Twitter Web App,
James,1605300844924059648,"Lynnfield, MA",2023-01-17 20:46:25,@ForgiatoBlow47 Covid 19,0,Twitter for Android,
Get vaxxed 💉💉💉💉💉Wear mask 😷 Enjoy life 💃🏻,15033308,"Boston, MA, USA",2023-01-17 20:35:29,We’ve lost 6.7m people worldwide to #Covid. There are 6.9m people in Massachusetts.,0,Twitter for iPhone,
lightscriptor,1259389950279192576,"Boston, MA",2023-01-17 20:35:01,@RobertKennedyJr What did you expect if Medicare and state governments were paying hospitals more if patients had COVID diagnoses??,1,Twitter for iPad,
Dugg Nickel,778419523,"Boston, MA",2023-01-17 20:34:07,@MaddogCT @BigPapa657 @Justin61893797 @Never___Trump @MiamiOverrated @AzPetrich It’s fairly accurate. It doesn’t st… https://t.co/mVZYkqITiT,0,Twitter for iPhone,
Abiomed,14344791,"Danvers, MA",2023-01-17 20:32:16,"Hillary Steffen, a mother of three, was hospitalized with severe congestive heart failure due to COVID-19 myocardit… https://t.co/0OnCj8hUaf",0,Sprout Social,
Scott Noddin,17521748,"Boston, MA",2023-01-17 20:26:28,@nosoupforgeorge Hillary Clinton was also friends with Donald Trump. Can you find a picture of Brady with Trump sin… https://t.co/lxIM9u4otU,0,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 20:26:06,"Dad Says FEMA Tried To Bribe Him After Teen Son’s Post-Vaccine Death: He Refused And Went Public 

“…agency officia… https://t.co/dl0TYvrroP",995,Twitter for iPhone,
OmniRabbit,47843439,"Boston, MA",2023-01-17 20:25:47,"Had a headache that felt feverish at work, told everyone I was heading home in case it was COVID. That was March 14… https://t.co/J2r9F7KKmc",0,Twitter for Android,
Dugg Nickel,778419523,"Boston, MA",2023-01-17 20:24:44,@BigPapa657 @MaddogCT @Justin61893797 @Never___Trump @MiamiOverrated @AzPetrich This doesn’t say not from Covid…,0,Twitter for iPhone,
Alex K. Chen - walking longevity encyclopedia,16916765,"Cambridge, MA",2023-01-17 20:20:32,"Post COVID MIT coop bookstore REALLY sucks compared to what it was pre COVID :(

Same with Hayden library :(",0,Twitter for Android,
James Hollomon,732025080,"Boston, MA, USA",2023-01-17 20:17:38,This article piqued my interest as my last three weeks of upper body muscle soreness may be a symptom of long COVID… https://t.co/r0QQ2hBuBl,0,Twitter Web App,
Talk 1200,117176826,"Boston, MA",2023-01-17 20:12:41,Northwestern and Iowa will have to wait for this bout of madness to pass. https://t.co/1vQ09g0XHC,0,SocialFlow,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 20:11:13,"9/Considering everything herein, this and other similar data yet again suggests a strong immune mediated reaction t… https://t.co/rmkpLMCskt",16,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 20:11:13,"8/Of course, the man's blood was positive for anti-SARS-CoV-2 spike protein IgG surely from prior COVID vaccination.",6,Twitter Web App,
Jeffrey Eyges 🇺🇦 #DissolveTheUnion #BLM #M4A,1328844194975260676,"Boston, MA",2023-01-17 20:10:52,"The replies to this tweet. 😑 We are truly living in the most aggressively stupid of times.

I managed to go thru mo… https://t.co/ojXHuo2vwx",0,Twitter for iPhone,
Maia Lee-Chin,1411155450477821953,"Boston, MA",2023-01-17 20:08:56,"(later discovered to be influenza a, not covid thankfully)",0,Twitter for iPhone,
Susan,26560824,Boston MA,2023-01-17 20:06:24,"@RonnyJacksonTX Maybe because Covid, flu and colds are are passed.",0,Twitter for iPhone,
Jeffrey Eyges 🇺🇦 #DissolveTheUnion #BLM #M4A,1328844194975260676,"Boston, MA",2023-01-17 20:03:25,"@LilSunnyGrl1221 @CindyLou_2022 @AzPetrich Why? There is no “LOL” or laughing emoji, which generally adorn the twee… https://t.co/RkOED45S4n",1,Twitter for iPhone,
